age,work.class,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,salary
24,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,40,United-States,Below-50K
52,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,50,United-States,Below-50K
27,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,37,United-States,Below-50K
38,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,Above-50K
36,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,37,United-States,Below-50K
39,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,Above-50K
25,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,Below-50K
40,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,45,England,Below-50K
49,State-gov,Doctorate,16,Never-married,Exec-managerial,Not-in-family,White,Female,0,2258,50,United-States,Above-50K
22,Private,HS-grad,9,Married-civ-spouse,Priv-house-serv,Wife,White,Female,4508,0,40,United-States,Below-50K
48,Local-gov,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,0,0,35,United-States,Below-50K
64,Private,1st-4th,2,Divorced,Priv-house-serv,Not-in-family,White,Female,0,0,12,United-States,Below-50K
31,Private,Prof-school,15,Divorced,Tech-support,Not-in-family,White,Female,0,0,35,United-States,Below-50K
42,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Below-50K
24,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Below-50K
18,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,Dominican-Republic,Below-50K
31,Private,HS-grad,9,Never-married,Farming-fishing,Not-in-family,Black,Female,0,0,60,United-States,Below-50K
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,Below-50K
36,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,0,213,40,United-States,Below-50K
30,Private,Assoc-acdm,12,Never-married,Prof-specialty,Not-in-family,Black,Female,0,0,25,United-States,Below-50K
42,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,El-Salvador,Above-50K
25,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,Below-50K
28,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,Above-50K
42,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,38,United-States,Above-50K
27,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,United-States,Below-50K
49,Private,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,75,United-States,Below-50K
29,Private,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,60,United-States,Above-50K
23,Private,Some-college,10,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,6,United-States,Below-50K
18,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,Below-50K
55,Private,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,Below-50K
46,State-gov,Some-college,10,Divorced,Prof-specialty,Unmarried,White,Female,1506,0,50,United-States,Below-50K
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,35,United-States,Below-50K
35,Federal-gov,Some-college,10,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,40,United-States,Below-50K
67,Private,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,16,United-States,Below-50K
23,Private,Bachelors,13,Never-married,Tech-support,Own-child,White,Female,3325,0,40,United-States,Below-50K
39,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,3464,0,20,United-States,Below-50K
50,Private,10th,6,Separated,Adm-clerical,Not-in-family,Black,Female,0,0,47,Jamaica,Below-50K
37,Local-gov,Some-college,10,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,Below-50K
50,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,Above-50K
41,Private,Masters,14,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,Above-50K
29,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Own-child,White,Female,0,0,6,United-States,Below-50K
54,State-gov,HS-grad,9,Separated,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,Below-50K
41,Local-gov,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,Below-50K
28,Private,HS-grad,9,Never-married,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Female,0,0,40,United-States,Below-50K
39,Local-gov,Masters,14,Never-married,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,Below-50K
51,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,Black,Female,0,0,35,Jamaica,Below-50K
17,Private,12th,8,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,Below-50K
23,Private,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,Below-50K
22,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,1055,0,30,United-States,Below-50K
41,Private,HS-grad,9,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,Below-50K
26,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,Black,Female,0,0,42,United-States,Below-50K
57,Private,HS-grad,9,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,57,United-States,Below-50K
35,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,44,United-States,Below-50K
24,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,Below-50K
43,Private,Bachelors,13,Never-married,Sales,Unmarried,Black,Female,0,0,35,United-States,Above-50K
32,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,20,United-States,Below-50K
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,Below-50K
21,Private,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Below-50K
26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,Below-50K
24,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,Below-50K
51,Private,HS-grad,9,Divorced,Priv-house-serv,Own-child,White,Female,0,0,40,United-States,Below-50K
19,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,Below-50K
32,Private,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Female,0,1590,54,United-States,Below-50K
57,Local-gov,HS-grad,9,Divorced,Protective-serv,Not-in-family,White,Female,0,0,40,United-States,Below-50K
49,Private,Assoc-voc,11,Never-married,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,Below-50K
61,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Female,0,0,82,United-States,Below-50K
45,State-gov,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,38,United-States,Above-50K
68,Private,7th-8th,4,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,10,United-States,Below-50K
29,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,80,United-States,Below-50K
71,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,14,United-States,Below-50K
47,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,48,United-States,Below-50K
25,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,Above-50K
31,Local-gov,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,Below-50K
47,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,Below-50K
27,Private,HS-grad,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,Below-50K
22,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,17,United-States,Below-50K
59,Private,Some-college,10,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,52,Outlying-US(Guam-USVI-etc),Below-50K
44,State-gov,Bachelors,13,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,Below-50K
29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,Below-50K
25,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,Below-50K
77,Private,7th-8th,4,Widowed,Priv-house-serv,Unmarried,White,Female,0,0,23,United-States,Below-50K
27,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,Below-50K
54,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,40,United-States,Above-50K
27,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,Below-50K
54,Private,Bachelors,13,Widowed,Sales,Unmarried,White,Female,0,0,40,United-States,Below-50K
57,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,1977,40,United-States,Above-50K
41,Private,HS-grad,9,Divorced,Craft-repair,Unmarried,White,Female,0,0,60,United-States,Below-50K
59,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Below-50K
22,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,40,United-States,Below-50K
43,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Own-child,Asian-Pac-Islander,Female,0,0,40,Philippines,Above-50K
18,Private,12th,8,Never-married,Sales,Own-child,White,Female,0,0,35,United-States,Below-50K
46,Private,5th-6th,3,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,45,Italy,Below-50K
39,Private,HS-grad,9,Never-married,Sales,Unmarried,White,Female,0,0,60,United-States,Below-50K
50,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,Black,Female,0,0,45,United-States,Below-50K
53,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,24,United-States,Below-50K
32,Private,Assoc-voc,11,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,35,England,Below-50K
50,Private,Assoc-voc,11,Widowed,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,Below-50K
22,Private,Some-college,10,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,Below-50K
19,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,15,United-States,Below-50K
18,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,49,United-States,Below-50K
29,Private,HS-grad,9,Never-married,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,Below-50K
22,Private,Assoc-voc,11,Never-married,Sales,Not-in-family,Black,Female,0,0,25,United-States,Below-50K
38,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,Below-50K
64,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,United-States,Below-50K
39,Private,Bachelors,13,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,60,United-States,Below-50K
66,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,Below-50K
35,Private,Bachelors,13,Never-married,Sales,Unmarried,White,Female,0,0,40,United-States,Above-50K
47,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,45,United-States,Below-50K
32,Private,10th,6,Separated,Craft-repair,Unmarried,White,Female,0,0,40,United-States,Below-50K
60,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,Below-50K
22,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,0,0,28,United-States,Below-50K
33,Private,HS-grad,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,United-States,Below-50K
47,Private,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,Below-50K
50,Local-gov,Assoc-acdm,12,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,Below-50K
25,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,Below-50K
46,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Below-50K
31,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Female,0,0,45,United-States,Above-50K
61,State-gov,HS-grad,9,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,Below-50K
40,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,Above-50K
28,Local-gov,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,Below-50K
49,Private,Bachelors,13,Never-married,Tech-support,Unmarried,Asian-Pac-Islander,Female,0,0,40,India,Below-50K
26,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Female,0,0,48,United-States,Below-50K
20,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,Below-50K
25,Self-emp-not-inc,Some-college,10,Never-married,Farming-fishing,Own-child,White,Female,0,0,50,United-States,Below-50K
65,Private,9th,5,Widowed,Sales,Not-in-family,White,Female,0,0,40,United-States,Below-50K
56,Private,11th,7,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,Below-50K
31,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,Below-50K
46,Local-gov,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,36,United-States,Below-50K
58,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,27,United-States,Below-50K
42,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,United-States,Below-50K
61,Private,HS-grad,9,Divorced,Handlers-cleaners,Not-in-family,Black,Female,0,0,40,United-States,Below-50K
23,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,Below-50K
23,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,Below-50K
53,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Below-50K
42,Private,HS-grad,9,Divorced,Handlers-cleaners,Unmarried,Black,Female,0,0,40,United-States,Below-50K
52,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,Below-50K
29,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Below-50K
26,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Below-50K
28,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,26,United-States,Below-50K
28,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,Jamaica,Below-50K
31,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,4386,0,40,United-States,Above-50K
23,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,8,United-States,Below-50K
25,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,Below-50K
31,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,Below-50K
31,Federal-gov,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,Below-50K
28,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,Below-50K
50,Self-emp-not-inc,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,0,1408,5,United-States,Below-50K
44,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,57,United-States,Below-50K
21,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,2176,0,20,United-States,Below-50K
55,Private,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Below-50K
21,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,47,United-States,Below-50K
35,Federal-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,40,United-States,Below-50K
28,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,85,United-States,Below-50K
40,Private,Assoc-voc,11,Separated,Craft-repair,Not-in-family,White,Female,0,0,60,United-States,Below-50K
22,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,30,United-States,Below-50K
41,Private,Some-college,10,Divorced,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,Below-50K
46,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,Below-50K
19,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,40,United-States,Below-50K
17,Private,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0,20,United-States,Below-50K
22,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,40,United-States,Below-50K
41,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,32,United-States,Above-50K
41,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,Below-50K
36,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,38,United-States,Below-50K
36,Local-gov,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,Below-50K
50,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,Below-50K
37,Self-emp-not-inc,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,2559,60,United-States,Above-50K
27,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,Below-50K
50,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Below-50K
42,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,55,United-States,Below-50K
46,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Female,0,0,48,United-States,Below-50K
43,Local-gov,Some-college,10,Divorced,Protective-serv,Unmarried,White,Female,0,0,40,United-States,Below-50K
23,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,Below-50K
45,Private,Assoc-voc,11,Never-married,Prof-specialty,Not-in-family,White,Female,0,1564,40,United-States,Above-50K
41,Private,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,Below-50K
33,Local-gov,HS-grad,9,Divorced,Tech-support,Not-in-family,White,Female,0,0,55,United-States,Below-50K
24,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,Below-50K
27,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,Below-50K
17,Private,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,Below-50K
44,Private,10th,6,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,Below-50K
22,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,Below-50K
22,Private,Some-college,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,30,Germany,Below-50K
23,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,Below-50K
42,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,38,United-States,Below-50K
29,Private,Some-college,10,Never-married,Sales,Unmarried,White,Female,0,0,25,United-States,Below-50K
31,State-gov,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,Above-50K
47,Federal-gov,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,Black,Female,0,0,40,Puerto-Rico,Below-50K
25,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Female,2176,0,40,United-States,Below-50K
24,Private,Preschool,1,Never-married,Machine-op-inspct,Own-child,White,Female,0,0,30,United-States,Below-50K
72,Federal-gov,Some-college,10,Widowed,Tech-support,Not-in-family,White,Female,0,0,16,United-States,Below-50K
38,Private,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,Below-50K
40,Private,Assoc-acdm,12,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,Below-50K
44,Private,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,Below-50K
60,State-gov,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,35,United-States,Below-50K
30,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,7298,0,40,United-States,Above-50K
45,State-gov,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,43,United-States,Below-50K
32,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,Below-50K
44,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Wife,White,Female,15024,0,32,United-States,Above-50K
50,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,40,United-States,Above-50K
69,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,Below-50K
38,Private,10th,6,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,Below-50K
20,Private,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,23,United-States,Below-50K
34,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,60,United-States,Below-50K
22,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,Below-50K
42,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,Below-50K
42,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,7298,0,40,United-States,Above-50K
17,Private,10th,6,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,Below-50K
32,Local-gov,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,White,Female,4064,0,22,United-States,Below-50K
32,Private,Assoc-acdm,12,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Below-50K
52,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,Below-50K
39,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,40,United-States,Below-50K
59,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Below-50K
35,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,7688,0,20,United-States,Above-50K
31,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,Below-50K
24,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,35,United-States,Below-50K
29,Private,Some-college,10,Married-spouse-absent,Sales,Own-child,Asian-Pac-Islander,Female,0,0,26,India,Below-50K
22,Private,HS-grad,9,Never-married,Tech-support,Not-in-family,White,Female,0,0,40,United-States,Below-50K
42,State-gov,Prof-school,15,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,Below-50K
39,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,2202,0,44,United-States,Below-50K
38,Federal-gov,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,99999,0,57,Canada,Above-50K
24,Private,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,Below-50K
43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,0,35,United-States,Below-50K
41,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,Below-50K
36,Private,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,50,United-States,Below-50K
56,Federal-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,Below-50K
43,Local-gov,Masters,14,Divorced,Prof-specialty,Unmarried,Black,Female,9562,0,40,United-States,Above-50K
37,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,0,0,40,United-States,Above-50K
66,Local-gov,Doctorate,16,Divorced,Prof-specialty,Not-in-family,White,Female,3273,0,40,United-States,Below-50K
32,Private,7th-8th,4,Separated,Sales,Unmarried,White,Female,0,0,35,United-States,Below-50K
88,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,Below-50K
61,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,Below-50K
47,Private,Some-college,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,Below-50K
31,Private,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Female,0,0,40,United-States,Below-50K
43,Local-gov,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Amer-Indian-Eskimo,Female,0,0,50,United-States,Above-50K
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,40,United-States,Below-50K
39,Private,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,45,United-States,Below-50K
26,Private,Masters,14,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,United-States,Below-50K
46,Private,Bachelors,13,Divorced,Prof-specialty,Not-in-family,Black,Female,0,0,40,United-States,Below-50K
17,Private,11th,7,Never-married,Priv-house-serv,Own-child,White,Female,0,0,25,United-States,Below-50K
40,Private,Masters,14,Married-civ-spouse,Prof-specialty,Wife,White,Female,15024,0,24,United-States,Above-50K
41,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,0,1740,20,United-States,Below-50K
56,State-gov,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,35,United-States,Below-50K
29,Private,HS-grad,9,Separated,Adm-clerical,Own-child,White,Female,0,0,40,United-States,Below-50K
43,Private,Masters,14,Divorced,Exec-managerial,Unmarried,White,Female,0,2547,40,United-States,Above-50K
23,Self-emp-inc,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,Below-50K
41,Private,1st-4th,2,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Mexico,Below-50K
21,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,Below-50K
30,Private,HS-grad,9,Separated,Transport-moving,Not-in-family,White,Male,0,0,44,United-States,Below-50K
47,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,44,United-States,Above-50K
20,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,Below-50K
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,Below-50K
49,State-gov,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,Below-50K
22,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,Below-50K
29,Local-gov,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,Iran,Below-50K
21,Private,HS-grad,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,30,United-States,Below-50K
29,Private,HS-grad,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,Below-50K
51,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Sales,Husband,White,Male,0,0,38,United-States,Above-50K
